alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.000000, 0.100000, 300000.000000, 25364.705882, 0.000000, 2805640.531836, 68111218.834817
0.000000, 0.100000, 305000.000000, 25364.705882, 0.000000, 3000063.290561, 69618734.367993
0.000000, 0.100000, 310000.000000, 25364.705882, 0.000000, 3195813.945040, 69603013.177574
0.000000, 0.100000, 315000.000000, 25364.705882, 0.000000, 3392090.202288, 63218139.030912
0.000000, 0.100000, 320000.000000, 25364.705882, 0.000000, 3588066.981540, 65686565.498256
0.000000, 0.100000, 325000.000000, 25364.705882, 0.000000, 3782771.570627, 62030474.768717
0.010000, 0.000000, 230000.000000, 25359.241913, 21043.200878, 67377.441488, 20691780.781865
0.010000, 0.000000, 235000.000000, 25357.922574, 21376.716794, 262811.214507, 18736033.624186
0.010000, 0.000000, 240000.000000, 25365.939844, 19914.627033, 458482.014044, 20594284.524712
0.010000, 0.000000, 245000.000000, 25362.024146, 21698.228318, 653778.907696, 19711268.616003
0.010000, 0.000000, 250000.000000, 25362.984314, 20999.279694, 849789.874218, 21172980.842484
0.010000, 0.000000, 255000.000000, 25367.215233, 20082.956822, 1045086.789608, 20647536.145522
0.010000, 0.000000, 260000.000000, 25362.572070, 20196.242676, 1240190.862468, 19328278.372483
0.010000, 0.000000, 265000.000000, 25364.176916, 20997.673602, 1436121.572270, 18513572.679549
0.010000, 0.000000, 270000.000000, 25353.522282, 22618.496010, 1631670.507653, 21609372.538997
0.010000, 0.000000, 275000.000000, 25365.633369, 21509.902788, 1827143.830835, 19340499.476738
0.010000, 0.000000, 280000.000000, 25355.595894, 21463.917241, 2023199.127702, 19027642.192388
0.010000, 0.000000, 285000.000000, 25358.799822, 19829.128186, 2218452.556569, 23477830.660084
0.010000, 0.000000, 290000.000000, 25364.945618, 21464.475770, 2414361.658169, 19744429.632973
0.010000, 0.000000, 295000.000000, 25363.728611, 23490.301195, 2609876.638948, 19769604.279223
0.010000, 0.000000, 300000.000000, 25370.471687, 20741.050582, 2805101.374167, 22279974.213769
0.010000, 0.000000, 305000.000000, 25352.955850, 21217.764934, 3000902.073314, 23124739.354028
0.010000, 0.000000, 310000.000000, 25375.254694, 19242.720434, 3196974.648556, 20060421.246533
0.010000, 0.000000, 315000.000000, 25356.219672, 21499.547277, 3392074.191622, 20137092.027598
0.010000, 0.000000, 320000.000000, 25362.573333, 21236.450670, 3587607.017767, 20506299.961024
0.010000, 0.000000, 325000.000000, 25355.665048, 20112.407804, 3783058.125776, 19751733.624944
0.010000, 0.010000, 230000.000000, 25376.281362, 19873.834832, 67242.419576, 19408947.019950
0.010000, 0.010000, 235000.000000, 25358.935379, 24002.153029, 262693.174801, 20047056.556517
0.010000, 0.010000, 240000.000000, 25356.482907, 21417.264007, 458319.767526, 22142992.448469
0.010000, 0.010000, 245000.000000, 25365.551630, 18868.930697, 654086.244477, 18789247.754716
0.010000, 0.010000, 250000.000000, 25376.933781, 22352.487290, 849700.508711, 22298428.586213
0.010000, 0.010000, 255000.000000, 25359.473202, 21937.939378, 1045279.722085, 21721421.782741
0.010000, 0.010000, 260000.000000, 25352.912832, 20940.615496, 1240612.738419, 24214034.547208
0.010000, 0.010000, 265000.000000, 25371.355819, 21019.742565, 1436704.752691, 19796833.330382
0.010000, 0.010000, 270000.000000, 25362.556014, 20748.572470, 1631745.729432, 20899539.820352
0.010000, 0.010000, 275000.000000, 25348.943905, 21307.596813, 1827465.133426, 21021049.784031
0.010000, 0.010000, 280000.000000, 25359.734254, 19472.800484, 2023067.205180, 20633392.421295
0.010000, 0.010000, 285000.000000, 25363.164569, 20444.648202, 2218524.278209, 21905541.941553
0.010000, 0.010000, 290000.000000, 25364.691554, 21758.428149, 2414437.908398, 21072464.093372
0.010000, 0.010000, 295000.000000, 25374.832636, 21037.087008, 2609680.328396, 22861011.692083
0.010000, 0.010000, 300000.000000, 25366.676634, 20179.574848, 2804847.675497, 22966464.074057
0.010000, 0.010000, 305000.000000, 25376.515471, 20038.667446, 3000615.846412, 23025569.247803
0.010000, 0.010000, 310000.000000, 25366.196318, 20675.103451, 3196446.487870, 19337416.288972
0.010000, 0.010000, 315000.000000, 25358.877768, 21309.643371, 3392330.991862, 21501050.952105
0.010000, 0.010000, 320000.000000, 25356.635947, 21931.563909, 3587771.064250, 22527050.215050
0.010000, 0.010000, 325000.000000, 25361.725262, 21522.699211, 3782982.638908, 21797222.853285
0.010000, 0.020000, 230000.000000, 25366.418230, 20136.561431, 67373.636825, 25342552.389504
0.010000, 0.020000, 235000.000000, 25349.430366, 20970.537316, 263027.783066, 23216975.261552
0.010000, 0.020000, 240000.000000, 25369.672831, 19814.635594, 457945.940248, 24208732.078256
0.010000, 0.020000, 245000.000000, 25361.625925, 22291.444082, 653995.826460, 26284042.464111
0.010000, 0.020000, 250000.000000, 25362.276784, 19619.289282, 849619.088509, 23878597.804087
0.010000, 0.020000, 255000.000000, 25366.239858, 19654.390926, 1045168.906733, 21446252.183675
0.010000, 0.020000, 260000.000000, 25361.068018, 19937.737821, 1240235.558438, 23401864.383676
0.010000, 0.020000, 265000.000000, 25360.109710, 20807.521818, 1436543.806708, 23284764.771637
0.010000, 0.020000, 270000.000000, 25363.134719, 21010.841235, 1631984.464536, 21419045.191947
0.010000, 0.020000, 275000.000000, 25365.287865, 21479.986348, 1827734.429267, 22479417.711662
