alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 332314.061206, 1062679049.915971
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 367208.247166, 1380591076.989947
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 398723.691610, 1517514568.136281
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 432066.078424, 1776545306.162361
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 466682.753539, 2122557893.903578
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 499124.028492, 2434395088.370118
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 533859.596306, 2916500908.317112
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 564692.495314, 3042050189.969281
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 597892.578538, 3319905996.106351
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 633085.819587, 3811883346.041843
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 664797.763117, 4145105890.743455
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 696784.542503, 4573030712.129041
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 731548.420064, 5106488774.590941
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 765471.182482, 5574050968.609364
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 800900.810202, 6062235389.139998
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 837477.540511, 6967980930.897719
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 864596.600747, 7038395562.882771
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 899527.430092, 7651180532.140035
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 935111.306211, 8393386852.654525
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 967753.916138, 8995228799.943562
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 998897.036145, 9435245752.520697
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1032340.163985, 10151394400.621220
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1069922.113816, 11084101715.436909
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1101832.021837, 11729940172.685205
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1130997.467011, 12082871228.910170
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1169727.588458, 13296966058.100019
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1203682.833044, 14071832854.104803
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1233522.966707, 14546533693.956009
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1268658.717809, 15584248374.677998
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1300050.552550, 16151897889.201035
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1333435.941070, 16990070887.698481
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1366692.177307, 17994735404.517246
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1400603.455400, 18853514137.972389
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1436065.572095, 19947561495.168777
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, -3205.646313, 1371441.389781
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 29201.141141, 4223200.201695
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 65877.695304, 52325417.019298
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 95166.463387, 64562750.130943
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 129578.621064, 162439411.342815
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 162867.940202, 262619388.628352
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 200593.150505, 426850720.367024
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 231810.569384, 513284582.591533
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 266327.633639, 749832858.752349
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 300193.477698, 925291718.431841
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 330825.552588, 977250619.143377
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 363402.219310, 1156022446.172650
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 400779.725451, 1566493380.863904
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 433521.257732, 1810754489.419882
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 465447.545777, 2109128027.465454
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 500885.921734, 2399605374.224454
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 534480.658747, 2803344245.717516
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 567810.831640, 3198143386.759620
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 598939.527162, 3495198947.599302
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 631954.245356, 3979244443.498552
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 667247.199470, 4209700745.842174
